,fold_1,fold_2,fold_3,fold_4,fold_5,average
M5,0.0,0.0,0.0,0.0,0.14263340272009373,0.028526680544018745
AE_21,0.0,0.0,0.0,0.0,0.1407029926776886,0.02814059853553772
D4,0.0,0.0,0.0,0.0,0.13992759957909584,0.027985519915819167
AE_23,0.0,0.0,0.1379126012325287,0.0,0.0,0.02758252024650574
S2_x_D8,0.0,0.0,0.0855230987071991,0.0,0.04475009813904762,0.026054639369249344
S2_x_D9,0.0,0.0,0.0,0.0,0.11905200034379959,0.023810400068759917
AE_10,0.0,0.0,0.0,0.0,0.11723919957876205,0.02344783991575241
AE_32,0.0,0.0,0.06603880226612091,0.0,0.045003898441791534,0.022208540141582488
S3,0.0,0.0,0.0,0.0,0.11011730134487152,0.022023460268974303
V11,0.0,0.0,0.0,0.0,0.10630270093679428,0.021260540187358856
AE_0,0.0,0.0,0.0,0.0,0.0986320972442627,0.01972641944885254
AE_26,0.0,0.0,0.09742450341582298,0.0,0.0,0.019484900683164597
AE_28,0.0,0.0,0.0,0.0,0.09729806269751862,0.019459612539503724
M6,0.0,0.0,0.0,0.0,0.08857300132513046,0.017714600265026092
D7,0.0,0.0,0.0,0.0,0.07827729731798172,0.015655459463596345
E7,0.0,0.0,0.0,0.0,0.0745294988155365,0.0149058997631073
M4_x_D9,0.0,0.0,0.0,0.0,0.06811360269784927,0.013622720539569855
AE_8,0.0,0.0,0.0,0.0,0.06609810143709183,0.013219620287418365
V10,0.0,0.0,0.0,0.0,0.051341500133275986,0.010268300026655196
M1,0.0,0.0,0.0,0.0,0.047434598207473755,0.009486919641494751
M16,0.0,0.0,0.0,0.0,0.03667429834604263,0.007334859669208526
P4_x_D9,0.0,0.0,0.0,0.0,0.034802600741386414,0.006960520148277282
AE_19,0.0,0.0,0.0,0.0,0.031509801745414734,0.006301960349082947
D8,0.0,0.0,0.0,0.0,0.0,0.0
D9,0.0,0.0,0.0,0.0,0.0,0.0
D2,0.0,0.0,0.0,0.0,0.0,0.0
D3,0.0,0.0,0.0,0.0,0.0,0.0
M14,0.0,0.0,0.0,0.0,0.0,0.0
D5,0.0,0.0,0.0,0.0,0.0,0.0
M4_x_D8,0.0,0.0,0.0,0.0,0.0,0.0
P7_x_D9,0.0,0.0,0.0,0.0,0.0,0.0
AE_2,0.0,0.0,0.0,0.0,0.0,0.0
AE_7,0.0,0.0,0.0,0.0,0.0,0.0
AE_9,0.0,0.0,0.0,0.0,0.0,0.0
AE_6,0.0,0.0,0.0,0.0,0.0,0.0
AE_18,0.0,0.0,0.0,0.0,0.0,0.0
AE_17,0.0,0.0,0.0,0.0,0.0,0.0
AE_12,0.0,0.0,0.0,0.0,0.0,0.0
AE_14,0.0,0.0,0.0,0.0,0.0,0.0
AE_25,0.0,0.0,0.0,0.0,0.0,0.0
AE_30,0.0,0.0,0.0,0.0,0.0,0.0
AE_27,0.0,0.0,0.0,0.0,0.0,0.0
AE_29,0.0,0.0,0.0,0.0,0.0,0.0
